등급분류번호,게임물명,제작자,자체등급,자체등급분류사업자,결정일자,구분,결정등급
RE-OM-241212-007,Special OPS Fps Shooting Games,CRADLEY CREATIONS LTD,15세이용가,Samsung Eelctronics,2024-12-12,직권등급재분류,청소년이용불가
RE-OM-241212-008,WW2 Machine Gun Heli War Games,Fun Racing Action Games,15세이용가,Google Play,2024-12-12,직권등급재분류,청소년이용불가
RE-OM-241212-009,Zombie State: FPS Shooting,MY.GAMES B.V.,15세이용가,Google Play,2024-12-12,직권등급재분류,청소년이용불가
RE-OM-241212-010,Fps Shooting Gun Game Offline,Offline Glee Games,15세이용가,Google Play,2024-12-12,직권등급재분류,청소년이용불가
RE-OM-241212-011,AstroStrike,PANGO GAMES MOBIL UYGULAMA VE OYUN GELISTIRME TICARET ANONIM SIRKETI,12+,Apple,2024-12-12,직권등급재분류,청소년이용불가
RE-OM-241212-012,Combat Strike Gun Shooting FPS,Muhammad Mujtaba,12+,Apple,2024-12-12,직권등급재분류,청소년이용불가
RE-OM-241212-013,Lethal Love,Pedro Silva,12+,Apple,2024-12-12,직권등급재분류,청소년이용불가
RE-OM-241212-014,Real Sniper Simulator,Yahaha Studio,전체이용가,Google Play,2024-12-12,직권등급재분류,청소년이용불가
RE-OM-241212-015,Dog FPS Zombie Shooting,Yumyapps,12+,Apple,2024-12-12,직권등급재분류,청소년이용불가
RE-OM-241212-016,Gun Shooting Game FPS 3D,yitree,전체이용가,Google Play,2024-12-12,직권등급재분류,청소년이용불가
RE-OM-241212-017,Soviet Town Gangster Gun Chernobyl: Survive Shooter Mobile ff War 3D,SMEREKA VASYLYNA- NATALIIA HRYHORIVN A,12세이용가,Samsung Eelctronics,2024-12-12,직권등급재분류,청소년이용불가
RE-OM-241212-018,Hot Blood,Eastasiasoft Limited,15세이용가,닌텐도,2024-12-12,직권등급재분류,청소년이용불가
RE-OM-241212-019,Rec I Shoot,SM Games & Apps from Ukraine,15세이용가,Google Play,2024-12-12,직권등급재분류,청소년이용불가
RE-OM-241212-020,Super Venome Hero Flying Sim,faisal pervaiz,전체이용가,Google Play,2024-12-12,직권등급재분류,청소년이용불가
RE-OM-241212-021,SuperHero Flying 3D,GAMING CAREERS LIMITED,전체이용가,Samsung Eelctronics,2024-12-12,직권등급재분류,청소년이용불가
RE-OM-241212-022,Frontline War Survival Shooter,Royal Game Terminal,12세이용가,Google Play,2024-12-12,직권등급재분류,청소년이용불가
RE-OM-241212-023,Horror Banana Monster game 3D,Pixels Play Game,12세이용가,Google Play,2024-12-12,직권등급재분류,청소년이용불가
RE-OM-241212-024,War Shooter Gun Shooting Games 3D Fire Games Mobile Action Commando Shooting Games Sniper 3D Gun Shooter Games Sniper Forces Gun Games,CH MUHAMMAD AZAM VIRK & SON'S,12세이용가,Samsung Eelctronics,2024-12-12,직권등급재분류,청소년이용불가
RE-OM-241212-025,Shadow Agent,Lina Games INC.,15세이용가,Google Play,2024-12-12,직권등급재분류,청소년이용불가
RE-OM-241212-026,Mist: RPG horror idle action,Euphoria Horror Games,15세이용가,Google Play,2024-12-12,직권등급재분류,청소년이용불가
RE-OM-241212-027,Night Hunter: Stealth Assassin,Sapniverse LLC,12세이용가,Google Play,2024-12-12,직권등급재분류,청소년이용불가
RE-OM-241212-028,The StarLines INC Online War,StarLines Inc,전체이용가,Google Play,2024-12-12,직권등급재분류,청소년이용불가
RE-OM-241212-029,Commando's Battle Survival: 3D,CHEAPEST GAMES,전체이용가,Google Play,2024-12-12,직권등급재분류,청소년이용불가
RE-OM-241212-030,Piggy Crush Hunter,Timosha Chervyachk ov,전체이용가,Google Play,2024-12-12,직권등급재분류,청소년이용불가
RE-OM-241212-031,Zombie Fort: Prison Survival,Golden Lizard,전체이용가,Google Play,2024-12-12,직권등급재분류,청소년이용불가
RE-OM-241212-032,Wisdom Watcher - EARLY ACCESS,Space Whale Srl,15세이용가,Oculus,2024-12-12,직권등급재분류,청소년이용불가
RE-OM-241212-033,GhostStrike: Dead Zone,PolyowlStud ios,15세이용가,Google Play,2024-12-12,직권등급재분류,청소년이용불가
RE-OM-241212-034,Grand Theft: Gangstar Mafia 3D,Play 10,12세이용가,Google Play,2024-12-12,직권등급재분류,청소년이용불가
RE-OM-241212-035,Open World Real Gangster Games,Play Zee,12세이용가,Google Play,2024-12-12,직권등급재분류,청소년이용불가
RE-OM-241212-036,Sniper Games: Army Sniper Fury,Incredible Future Games,15세이용가,Google Play,2024-12-12,직권등급재분류,청소년이용불가
RE-OM-241212-037,FPS Shooting Gun Strike War 2,M/S CONNEXUS TECHNOLO GIES,12세이용가,Samsung Eelctronics,2024-12-12,직권등급재분류,청소년이용불가
RE-OM-241212-038,Bleak Faith: Forsaken,PERPETUAL,15세이용가,Sony,2024-12-12,직권등급재분류,청소년이용불가
RE-OM-241212-039,FPS Shooter Mobile FPS Combat,Alpha Square,12세이용가,Google Play,2024-12-12,직권등급재분류,청소년이용불가
RE-OM-241212-040,Modern Fps Gun Games Game 3D,Play Xee,15세이용가,Google Play,2024-12-12,직권등급재분류,청소년이용불가
RE-OM-241212-041,Call of Zombie Survival Duty,IGI Studio - FPS TPS & Cover Games,전체이용가,Google Play,2024-12-12,직권등급재분류,청소년이용불가
RE-OM-241212-042,Cyberpunk Shootout - FPS,Garambullo Games,12세이용가,Google Play,2024-12-12,직권등급재분류,청소년이용불가
RE-OM-241212-043,Dino Hunter 3D Hunting Games: Real Dino Hunting Gun Games,LION GAMEZ STUDIO,15세이용가,Samsung Eelctronics,2024-12-12,직권등급재분류,청소년이용불가
RE-OM-241205-019,소드마스터 스토리,SuperPlanet,12+,Apple,2024-12-05,등급조정,15세이용가
RE-OM-241205-020,Project Match: ASMR Salon,Casual Joy Games,전체이용가,Google Play,2024-12-05,등급조정,15세이용가
RE-OM-241212-044,전란: 호협전,HK FOREVER9 TECHNOLO GY CO. LIMITED,전체이용가,-,2024-12-12,등급조정,12세이용가
-,Heat Collector - Make Money,Renta Games,전체이용가,Google Play,2024-12-05,등급취소,등급취소
-,Slide a Monkey,TRIBOOT Technologie s GmbH,전체이용가,Google Play,2024-12-05,등급취소,등급취소
-,Drop The Coin Go!,Hyper Money Games,전체이용가,Google Play,2024-12-05,등급취소,등급취소
-,Cash Run - Earn Money,Alpha Network,전체이용가,Google Play,2024-12-05,등급취소,등급취소
-,Playbite - Play & Win Prizes,Playbite,전체이용가,Google Play,2024-12-05,등급취소,등급취소
RE-OM-250612-001,Avalar: 태그 팀 ARPG,Enigma Publishing Limited,15세이용가,GOOGLE,2025-06-12,직권등급재분류,청소년이용불가
RE-OM-250612-002,Avalar: 태그 팀 ARPG,Enigma Publishing Limited,12+,Apple,2025-06-12,직권등급재분류,청소년이용불가
RE-OM-250612-003,Turbo Overkill,"Apogee Entertainme nt, Inc",15세이용가,Microsoft,2025-06-12,직권등급재분류,청소년이용불가
RE-OM-250612-004,12.12.25,Alexader Zmeev,15세이용가,에픽게임즈,2025-06-12,직권등급재분류,청소년이용불가
RE-OM-250612-005,Undead Citadel,Dark Curry S.L.,15세이용가,Oculus,2025-06-12,직권등급재분류,청소년이용불가
RE-OM-250612-006,Project Tower,Yummy Games SAS,12세이용가,Sony,2025-06-12,직권등급재분류,청소년이용불가
RE-OM-250612-007,District: Evolution,合同?社??? ??,15세이용가,닌텐도,2025-06-12,직권등급재분류,청소년이용불가
RE-OM-250612-008,마법로 기사 25길,DAERI SOFT Inc,12세이용가,GOOGLE,2025-06-12,직권등급재분류,청소년이용불가
RE-OM-250612-009,샵레전드: 타이쿤 롤플레잉,"Cloudcade Holdings, Inc.",전체이용가,GOOGLE,2025-06-12,직권등급재분류,청소년이용불가
RE-OM-250612-010,샵레전드: 타이쿤 롤플레잉,Cloudcade Inc.,12+,Apple,2025-06-12,직권등급재분류,청소년이용불가
RE-OM-250612-014,World Tour Merge: Merging Game,Soloband Games Ltd,15세이용가,-,2025-06-12,직권등급재분류,청소년이용불가
RE-OM-250612-015,섀도우 라이벌: 액션 워 게임,ONDI,12세이용가,GOOGLE,2025-06-12,직권등급재분류,청소년이용불가
RE-OM-250612-016,Zombie Galaxy,MB_360GA MES,12세이용가,GOOGLE,2025-06-12,직권등급재분류,청소년이용불가
RE-OM-250612-017,Commando Shooting Gun Games 3d,NexGame Studio,전체이용가,GOOGLE,2025-06-12,직권등급재분류,청소년이용불가
RE-OM-250612-018,Amid Evil,Andre Elijah Immersive,12세이용가,Oculus,2025-06-12,직권등급재분류,청소년이용불가
RE-OM-250612-019,Fire Squad Battle :Gun Games,Dr. Sajid Hussain,전체이용가,GOOGLE,2025-06-12,직권등급재분류,청소년이용불가
RE-OM-250612-020,FPS Shooting Games Offline 3D,Epic Studio Games,12세이용가,GOOGLE,2025-06-12,직권등급재분류,청소년이용불가
RE-OM-250612-021,Shadow Hunt: Idle Survival RPG,Fansipan Limited,12세이용가,GOOGLE,2025-06-12,직권등급재분류,청소년이용불가
RE-OM-250612-022,Dinosaur Tunnels 2,MaxOwe Games,12세이용가,GOOGLE,2025-06-12,직권등급재분류,청소년이용불가
RE-OM-250612-023,Ninja Ghost II,Dn.Mint,전체이용가,GOOGLE,2025-06-12,직권등급재분류,청소년이용불가
RE-OM-250612-024,Fighter Playground 3D,MCNAUGHT ON TOBIAS,전체이용가,GOOGLE,2025-06-12,직권등급재분류,청소년이용불가
RE-OM-250612-025,Ember Souls,VirtualAge,15세이용가,Oculus,2025-06-12,직권등급재분류,청소년이용불가
RE-OM-250612-026,Dead Hook,JoyWay Ltd,15세이용가,Oculus,2025-06-12,직권등급재분류,청소년이용불가
RE-OM-250612-027,Mafia Wars: Silent Hunter,Rocinante Games,15세이용가,GOOGLE,2025-06-12,직권등급재분류,청소년이용불가
RE-OM-250612-028,Ultimate Sniper Challenge,Adler Studio,전체이용가,GOOGLE,2025-06-12,직권등급재분류,청소년이용불가
RE-OM-250612-029,Battle Royale Shooting Games,FolkPro Studios,12세이용가,GOOGLE,2025-06-12,직권등급재분류,청소년이용불가
RE-OM-250612-030,Crimson Keep,Merge Games Limited,12세이용가,Microsoft,2025-06-12,직권등급재분류,청소년이용불가
RE-OM-250612-031,Nightclub POV Simulator,Garden of Dreams Games,15세이용가,GOOGLE,2025-06-12,직권등급재분류,청소년이용불가
RE-OM-250612-032,花札 こいこい,Zengames Studio,전체이용가,GOOGLE,2025-06-12,직권등급재분류,청소년이용불가
RE-OM-250612-033,Golden Fang,GreenTreeC o,전체이용가,GOOGLE,2025-06-12,직권등급재분류,청소년이용불가
RE-OM-250612-034,Red Dragon,Nazmul Masum,전체이용가,GOOGLE,2025-06-12,직권등급재분류,청소년이용불가
RE-OM-250612-035,Drugs Paradise,Random Square Studio,12세이용가,GOOGLE,2025-06-12,직권등급재분류,청소년이용불가
RE-OM-250612-011,라스트 워: 서바이벌,FUNFLY PTE. LTD.,12세이용가,Apple,2025-06-12,등급조정,15세이용가
RE-OM-250612-012,로스트 소드,"Wemade Connect Co., Ltd.",12세이용가,Apple,2025-06-12,등급조정,15세이용가
RE-OM-250612-013,협객전,"HK FOREVER9 TECHNOLO GY CO.,LIMITE D",전체이용가,-,2025-06-12,등급조정,12세이용가
RE-OM-250612-036,명조:워더링 웨이브,HK KURO GAMES LIMITED,전체이용가,Sony,2025-06-12,등급조정,12세이용가
-,DefenGo : 랜덤 디펜스,EzTechFin Co.,전체이용가,GOOGLE,2025-06-12,등급취소,등급취소
-,DefenGo : 랜덤 디펜스,ez tech fin Co.,9+,Apple,2025-06-12,등급취소,등급취소
-,랜드헌터,"CUBALTO Co., Ltd.",전체이용가,GOOGLE,2025-06-12,등급취소,등급취소
-,랜드헌터,"CUBALTO Co., Ltd.",전체이용가,Apple,2025-06-12,등급취소,등급취소
-,퇴마사(Zombie Buster),이현오,전체이용가,원스토어 (간소화),2025-06-12,등급취소,등급취소
-,Coin Pusher Festival,sugarcanev n,전체이용가,원스토어,2025-06-12,등급취소,등급취소
-,Garden Master Pro,pregnancy games,12세이용가,GOOGLE,2025-06-12,등급취소,등급취소
-,Animal Park - Match 3,rivvana developer,전체이용가,GOOGLE,2025-06-12,등급취소,등급취소
-,ArcanePuzzleCombi ne: Christmas,elkashif,전체이용가,GOOGLE,2025-06-12,등급취소,등급취소
-,Coin Royale Heroes,meetagame s,12세이용가,GOOGLE,2025-06-12,등급취소,등급취소
-,Screw Match:Nuts Master,nikas mobiles,12세이용가,GOOGLE,2025-06-12,등급취소,등급취소
-,Dustbin Game,SponsorLe LLC,전체이용가,GOOGLE,2025-06-12,등급취소,등급취소
-,Farm Tile Match,Chilling popsicles,전체이용가,GOOGLE,2025-06-12,등급취소,등급취소
-,Balloon Winner,Alesker Hasanov,전체이용가,GOOGLE,2025-06-12,등급취소,등급취소
-,Ocean Treasure Hunt Pop,REMU7,전체이용가,GOOGLE,2025-06-12,등급취소,등급취소
-,Sweetie Match 3,BeingDevelo per,전체이용가,GOOGLE,2025-06-12,등급취소,등급취소
-,Wonder Blast,Moha23 Games,전체이용가,GOOGLE,2025-06-12,등급취소,등급취소
-,Beauty Cosmetic: Match 3,Bagh House,전체이용가,GOOGLE,2025-06-12,등급취소,등급취소
-,Krytoi Texas HoldEm Poker,Krytoi Social Co.,전체이용가,GOOGLE,2025-06-12,등급취소,등급취소
-,Hexa Fruit Blast,Kojodating,전체이용가,GOOGLE,2025-06-12,등급취소,등급취소
-,Easter Eggs Merge: Win Cash,Alice Digital,전체이용가,GOOGLE,2025-06-12,등급취소,등급취소
-,Fruits Match3,OvidaApp,전체이용가,GOOGLE,2025-06-12,등급취소,등급취소
-,Watermelon Land,Webzella Agency,전체이용가,GOOGLE,2025-06-12,등급취소,등급취소
-,Block Brain - Win Crypto!,ONI Games,전체이용가,GOOGLE,2025-06-12,등급취소,등급취소
-,Balls Bomb,Yes My Time,전체이용가,GOOGLE,2025-06-12,등급취소,등급취소
-,TileFunny,HDrFun Apps,전체이용가,GOOGLE,2025-06-12,등급취소,등급취소
-,Bird Sort Match,Md. Reza Faisal Ansary,전체이용가,GOOGLE,2025-06-12,등급취소,등급취소
-,Bead Sort,Yes My Time,전체이용가,GOOGLE,2025-06-12,등급취소,등급취소
-,Jigsaw Relax,?????? ??????,전체이용가,GOOGLE,2025-06-12,등급취소,등급취소
-,Quiz to Win,Alpha Legends,전체이용가,GOOGLE,2025-06-12,등급취소,등급취소
-,Snowball Merge,Sweet Gaming Studio,전체이용가,GOOGLE,2025-06-12,등급취소,등급취소
-,Sweet Candy Blast,?? ????????? ????? ??????????,전체이용가,GOOGLE,2025-06-12,등급취소,등급취소
-,Tap Tap Bounce,Max Mun Private Limited,전체이용가,GOOGLE,2025-06-12,등급취소,등급취소
-,Fruits Box,BS Games Studio,전체이용가,GOOGLE,2025-06-12,등급취소,등급취소
-,노노그램:경품응모 게임,"Ohte, Inc.",전체이용가,GOOGLE,2025-06-12,등급취소,등급취소
-,X?c d?a 2025,TCC GAME,전체이용가,GOOGLE,2025-06-12,등급취소,등급취소
-,JoySlot FUN,DX Player App,전체이용가,GOOGLE,2025-06-12,등급취소,등급취소
-,Crazy Spin,Jato Trucks,12세이용가,GOOGLE,2025-06-12,등급취소,등급취소
-,Jungle Trip: Drop the Ball,ETNOGAME LLC,4+,Apple,2025-06-12,등급취소,등급취소
-,Guarding Pandas,Kelci Chapman,17+,Apple,2025-06-12,등급취소,등급취소
-,Highest Card Win: 3 Cards Flip,SEA THEARY,4+,Apple,2025-06-12,등급취소,등급취소
-,Dash Flopps,Prepelita Mihail,4+,Apple,2025-06-12,등급취소,등급취소
-,Poker Neon,Pixel Card Game,전체이용가,GOOGLE,2025-06-12,등급취소,등급취소
-,Fruit Match,Kenjitube Studios,전체이용가,GOOGLE,2025-06-12,등급취소,등급취소
-,Lucky Lottery,tarabih-tech,전체이용가,GOOGLE,2025-06-12,등급취소,등급취소
-,World Of Word,LiteCodesPr ogram,전체이용가,GOOGLE,2025-06-12,등급취소,등급취소
-,Disco Merge 2048,KPP Pratama Magelang,전체이용가,GOOGLE,2025-06-12,등급취소,등급취소
-,Hanafuda Koi-koi Dojo,Noge,전체이용가,GOOGLE,2025-06-12,등급취소,등급취소
-,Balls Paradise,Artech Labs,전체이용가,GOOGLE,2025-06-12,등급취소,등급취소
RE-OM-250710-001,Knife Hand Game,Mimo_Dev,15세이용가,GOOGLE,2025-07-10,직권등급재분류,청소년이용불가
RE-OM-250710-002,Mafia Marksman,Gameloops,15세이용가,GOOGLE,2025-07-10,직권등급재분류,청소년이용불가
RE-OM-250710-003,Zombie Hunter 2,Viva Games Studios,전체이용가,GOOGLE,2025-07-10,직권등급재분류,청소년이용불가
RE-OM-250710-004,Sandbox Shooter Mods In Desert,Monster Game Global,전체이용가,GOOGLE,2025-07-10,직권등급재분류,청소년이용불가
RE-OM-250710-005,Flying Superhero Robot Games,Maxxido Games,전체이용가,GOOGLE,2025-07-10,직권등급재분류,청소년이용불가
RE-OM-250710-006,Gun Game 3D FPS Shooting Games,Mr Gamers Inc,전체이용가,GOOGLE,2025-07-10,직권등급재분류,청소년이용불가
RE-OM-250710-007,Cartel Warfare,Gnarly,15세이용가,GOOGLE,2025-07-10,직권등급재분류,청소년이용불가
RE-OM-250710-008,Real Dino Hunter 3D Hunting Games - Dino Family Simulator - Dinosaur Simulator - Wild Dinosaur Hunter 3D Gun Games - Animal Games - Dino Hunting Games,LION GAMEZ STUDIO,15세이용가,삼성전자,2025-07-10,직권등급재분류,청소년이용불가
RE-OM-250710-009,"Vice Town Police Gangster Fight: Police Crime City Chase & Rescue Mission - Mafia Showdown, Super Cars, Mob Wars, and 3D Indian Bike Driving Adventure",GAME ZEE,12세이용가,삼성전자,2025-07-10,직권등급재분류,청소년이용불가
RE-OM-250710-010,Island Combat Surge,Saad Ameen,17+,Apple,2025-07-10,직권등급재분류,청소년이용불가
RE-OM-250710-011,Dimensions,Villano Wild Studio,15세이용가,에픽게임즈,2025-07-10,직권등급재분류,청소년이용불가
